noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation
0.05,0.9996837428709492,0.9972039092950956,0.9957958372305225,
0.05,0.9999727419925845,0.9927785708971132,0.9953640780001325,
0.05,0.9997005571552395,0.9979887604932104,0.9985696206761879,
0.05,0.9999236917233245,0.997658787459861,0.9992220868634157,
0.05,0.9999519634416891,0.9970531772152591,0.9993677774294042,
0.05,0.9997389821843011,0.9971762868111729,0.9976024084292199,
0.05,0.9998245843013045,0.9995374502978069,0.9984000108073148,
0.05,0.999359661093607,0.997494907704646,0.9965803911951704,
0.05,0.9999676014081973,0.9976205100645986,0.9935615103527977,
0.05,0.9997347748522987,0.9960248079067222,0.9977749108173103,
0.1,0.9992306590409539,0.9919238862621141,0.955072537128251,
0.1,0.9995692969045566,0.9847480100378581,0.961544674911076,
0.1,0.999521830494856,0.9928355050327965,0.9762035064858131,
0.1,0.9991285983279088,0.983820193725263,0.9928469132958783,
0.1,0.9989465672014857,0.9975414609776169,0.9787841234111108,
0.1,0.9989975762279262,0.9739787274434878,0.9784842190772558,
0.1,0.9993704700783909,0.989396246168324,0.9918981276056901,
0.1,0.9996769217226835,0.9894193831120558,0.9547175957962556,
0.1,0.9982841888674594,0.9929564368880166,0.9907725794138236,
0.1,0.9989612871583358,0.9977004902518783,0.9941551973833748,
0.2,0.9974223941691782,0.9484210615821181,0.7497340740799907,
0.2,0.9994670749582272,0.9733321023959111,0.9481965780093707,
0.2,0.9984808279875856,0.9787146853400857,0.7604940911509828,
0.2,0.9998721191379439,0.9319517877284076,0.9155761595281096,
0.2,0.9963917484663729,0.984946173382278,0.9974846688070248,
0.2,0.9997352892371503,0.9886419832493807,0.8937222803905968,
0.2,0.9992879266116409,0.9231859737756505,0.9221381643908935,
0.2,0.9973401314795327,0.9936899450754497,0.9840861777724096,
0.2,0.9959477690867187,0.9530396892122679,0.994704022475264,
0.2,0.9975030341518347,0.9173858210164705,0.8690593245355731,
0.3,0.9618828409961766,0.4576298328905249,0.5670310367777758,
0.3,0.9917178032145199,0.7338427155537799,0.9711091089042797,
0.3,0.99792532450834,0.9361459563263964,0.8761187948990302,
0.3,0.9945025353862051,0.9061744154907205,0.8122291009212969,
0.3,0.9862738013778809,0.7340715070111898,0.8927749290338205,
0.3,0.9992836268096988,0.9171088554376934,0.7306098557223191,
0.3,0.9904800640302786,0.8755011679886029,0.9846088281170777,
0.3,0.9993331474122831,0.9053616276483436,0.9978710739948109,
0.3,0.99147492881363,0.8711998751316103,0.9458892527481327,
0.3,0.9987041185794179,0.896490061386454,0.8852769109050935,
